full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Alfred de Musset;Male;1810;Paris;France;Europe;Writer;Language;Humanities;43;2984825;69415;246.377
Theudebert I;Male;500;Other;Unknown;Unknown;Politician;Government;Institutions;30;178734;5958;246.377
Peter Ustinov;Male;1921;Swiss Cottage;United Kingdom;Europe;Actor;Film And Theatre;Arts;44;3533670;80311;246.345
Paul Hindemith;Male;1895;Hanau;Germany;Europe;Composer;Music;Arts;39;1513879;38817;246.323
Benny Goodman;Male;1909;Chicago;United States;North America;Musician;Music;Arts;46;3009401;65422;246.319
Shalmaneser I;Male;-1274;Other;Unknown;Unknown;Politician;Government;Institutions;26;133772;5145;246.295
Ferdinand von Zeppelin;Male;1838;Konstanz;Germany;Europe;Businessperson;Business;Business & Law;41;949869;23168;24.629
Malcolm McDowell;Male;1943;Horsforth;United Kingdom;Europe;Actor;Film And Theatre;Arts;37;8440809;228130;246.283
Yazid I;Male;645;Other;Unknown;Unknown;Politician;Government;Institutions;33;1863060;56456;24.628
Pope Benedict V;Male;900;Rome;Italy;Europe;Religious Figure;Religion;Institutions;50;434244;8685;246.276
Jean Monnet;Male;1888;Cognac;France;Europe;Politician;Government;Institutions;33;1803310;54646;246.276
Mehmed V;Male;1844;Istanbul;Turkey;Asia;Politician;Government;Institutions;46;1164725;25320;246.272
Josquin Des Prez;Male;1450;County of Hainaut;Belgium;Europe;Composer;Music;Arts;37;1358264;36710;246.269
Arsinoe II of Egypt;Female;-316;Egypt;Egypt;Africa;Companion;Companions;Public Figure;29;204311;7045;246.265
Philip Kotler;Male;1931;Chicago;United States;North America;Economist;Social Sciences;Science & Technology;29;2754720;94990;246.256
Jacques Necker;Male;1732;Geneva;Switzerland;Europe;Politician;Government;Institutions;32;1091793;34119;246.233
William Gilbert;Male;1544;Colchester;United Kingdom;Europe;Physicist;Natural Sciences;Science & Technology;39;880378;22574;246.233
Hosni Mubarak;Male;1928;Kafr El-Meselha;Egypt;Africa;Politician;Government;Institutions;96;11679871;121665;246.232
H. G. Wells;Male;1866;Bromley;United Kingdom;Europe;Writer;Language;Humanities;71;9891390;139315;246.224
Miguel Ángel Asturias;Male;1899;Guatemala City;Guatemala;North America;Writer;Language;Humanities;63;2084479;33087;246.218
Prosper Mérimée;Male;1803;Paris;France;Europe;Writer;Language;Humanities;52;1582250;30428;246.216
Max Bruch;Male;1838;Cologne;Germany;Europe;Composer;Music;Arts;35;980379;28011;246.208
Karl May;Male;1842;Hohenstein-Ernstthal;Germany;Europe;Writer;Language;Humanities;36;2624547;72904;246.206
Pelagius;Male;354;Other;Unknown;Unknown;Philosopher;Philosophy;Humanities;30;704249;23475;246.206
August Ferdinand Möbius;Male;1790;Pforta;Germany;Europe;Mathematician;Math;Science & Technology;41;612996;14951;246.196
Leo VI the Wise;Male;866;Istanbul;Turkey;Asia;Politician;Government;Institutions;40;406442;10161;246.193
Ahmad ibn Hanbal;Male;780;Baghdad;Iraq;Asia;Writer;Language;Humanities;31;1249553;40308;246.189
Christian IV of Denmark;Male;1577;Hillerød;Denmark;Europe;Politician;Government;Institutions;31;1168738;37701;246.188
Gustav Holst;Male;1874;Cheltenham;United Kingdom;Europe;Composer;Music;Arts;37;2139397;57822;246.186
Richard II of England;Male;1367;Bordeaux;France;Europe;Politician;Government;Institutions;50;3849518;76990;246.177
Milarepa;Male;1052;Tsa;China;Asia;Philosopher;Philosophy;Humanities;28;723529;25840;246.175
Doris Day;Female;1924;Cincinnati;United States;North America;Actor;Film And Theatre;Arts;49;10096655;206054;246.167
Stanisław August Poniatowski;Male;1732;Voŭčyn;Belarus;Europe;Politician;Government;Institutions;33;2876682;87172;246.165
Cleanthes;Male;-301;Assos;Turkey;Asia;Philosopher;Philosophy;Humanities;26;223267;8587;24.616
Pope Theodore II;Male;840;Rome;Italy;Asia;Religious Figure;Religion;Institutions;48;268364;5591;246.156
Edmund Hillary;Male;1919;Auckland;New Zealand;Oceania;Mountaineer;Individual Sports;Sports;96;5108436;53213;246.151
Jan Steen;Male;1626;Leiden;Netherlands;Europe;Painter;Fine Arts;Arts;35;764156;21833;246.149
Claude Elwood Shannon;Male;1916;Petoskey;United States;North America;Computer Scientist;Computer Science;Science & Technology;45;2359482;52433;246.144
Theuderic IV;Male;712;Other;Unknown;Unknown;Politician;Government;Institutions;32;251882;7871;246.144
Samuel Johnson;Male;1709;Lichfield;United Kingdom;Europe;Writer;Language;Humanities;44;3718918;84521;24.614
Rutherford B. Hayes;Male;1822;Delaware;United States;North America;Politician;Government;Institutions;86;4029775;46858;246.134
Arthur, Prince of Wales;Male;1486;Winchester;United Kingdom;Europe;Nobleman;Government;Institutions;34;632931;18616;246.132
Ludovico Sforza;Male;1452;Lombardy;Italy;Europe;Nobleman;Government;Institutions;32;1095912;34247;24.613
Pope John XVII;Male;950;Rapagnano;Italy;Europe;Religious Figure;Religion;Institutions;44;335360;7622;246.129
Isabeau of Bavaria;Female;1370;Munich;Germany;Europe;Companion;Companions;Public Figure;29;751706;25921;24.612
Eusébio;Male;1942;Maputo;Mozambique;Africa;Soccer Player;Team Sports;Sports;51;2989477;58617;246.116
Pope Anastasius III;Male;850;Rome;Italy;Europe;Religious Figure;Religion;Institutions;50;299989;6000;246.115
Michel Ney;Male;1769;Saarland;Germany;Europe;Military Personnel;Military;Institutions;40;1583439;39586;246.112
George IV of the United Kingdom;Male;1762;London;United Kingdom;Europe;Politician;Government;Institutions;56;5136413;91722;246.109
Ivan Aivazovsky;Male;1817;Crimea;Russia;Europe;Painter;Fine Arts;Arts;45;1106208;24582;246.109
Thorismund;Male;400;Other;Unknown;Unknown;Politician;Government;Institutions;26;147093;5657;246.104
Matthias, Holy Roman Emperor;Male;1557;Vienna;Austria;Europe;Politician;Government;Institutions;43;397675;9248;246.088
Junianus Justinus;Male;300;Other;Unknown;Unknown;Historian;History;Humanities;32;95746;2992;246.074
Cleon;Male;-450;Athens;Greece;Europe;Extremist;Outlaws;Public Figure;28;397559;14199;246.074
Alexandre Dumas;Male;1824;Paris;France;Europe;Writer;Language;Humanities;50;882308;17646;246.073
Alan Rickman;Male;1946;Hammersmith;United Kingdom;Europe;Actor;Film And Theatre;Arts;44;15393725;349857;246.069
Jacob Burckhardt;Male;1818;Basel;Switzerland;Europe;Historian;History;Humanities;31;1003729;32378;246.064
Mika Waltari;Male;1908;Helsinki;Finland;Europe;Writer;Language;Humanities;37;1048292;28332;24.604
Nikos Kazantzakis;Male;1883;Heraklion;Greece;Europe;Writer;Language;Humanities;36;1885493;52375;246.028
Soseki Natsume;Male;1867;Tokyo;Japan;Asia;Writer;Language;Humanities;37;4175800;112859;246.024
Nezami;Male;1141;Ganja;Azerbaijan;Asia;Writer;Language;Humanities;35;1023533;29244;24.602
Leo IV the Khazar;Male;750;Other;Unknown;Unknown;Politician;Government;Institutions;38;260831;6864;246.012
Vasco Núñez de Balboa;Male;1475;Badajos;Spain;Europe;Explorer;Explorers;Exploration;42;3034533;72251;246.009
Ludwig von Mises;Male;1881;Lviv;Ukraine;Europe;Economist;Social Sciences;Science & Technology;42;2123480;50559;246.007
James K. Polk;Male;1795;Pineville;United States;North America;Politician;Government;Institutions;87;4746305;54555;245.982
Edward Teller;Male;1908;Budapest;Hungary;Europe;Physicist;Natural Sciences;Science & Technology;49;2421447;49417;245.971
Murad IV;Male;1612;Istanbul;Turkey;Asia;Politician;Government;Institutions;47;1097338;23348;24.597
John of Austria;Male;1547;Regensburg;Germany;Europe;Military Personnel;Military;Institutions;28;983196;35114;245.963
Saparmurat Niyazov;Male;1940;Gypjak;Turkmenistan;Asia;Politician;Government;Institutions;61;1681104;27559;245.955
Pope Nicholas I;Male;820;Rome;Italy;Europe;Religious Figure;Religion;Institutions;51;384737;7544;245.937
Saigo Takamori;Male;1828;Kagoshima;Japan;Asia;Military Personnel;Military;Institutions;27;5186015;192075;245.933
Pope Boniface VI;Male;800;Rome;Italy;Europe;Religious Figure;Religion;Institutions;48;463635;9659;245.931
Nicolas François Appert;Male;1749;Châlons-en-Champagne;France;Europe;Inventor;Invention;Science & Technology;75;624188;8323;24.592
Pope Clement XII;Male;1652;Florence;Italy;Europe;Religious Figure;Religion;Institutions;56;836187;14932;245.901
Ernest Renan;Male;1823;Tréguier;France;Europe;Philosopher;Philosophy;Humanities;34;1238611;36430;245.893
Yehudi Menuhin;Male;1916;New York;United States;North America;Musician;Music;Arts;40;1852936;46323;245.891
Trygve Lie;Male;1896;Oslo;Norway;Europe;Politician;Government;Institutions;53;868391;16385;24.589
Gaius Caesar;Male;-20;Rome;Italy;Europe;Nobleman;Government;Institutions;28;423379;15121;245.884
William Ramsay;Male;1852;Glasgow;United Kingdom;Europe;Chemist;Natural Sciences;Science & Technology;55;699844;12724;245.884
Errol Flynn;Male;1909;Hobart;Australia;Oceania;Actor;Film And Theatre;Arts;59;6591271;111716;245.884
Samuel Hahnemann;Male;1755;Meissen;Germany;Europe;Physician;Medicine;Science & Technology;40;971985;24300;24.588
Johanna Spyri;Female;1827;Hirzel;Switzerland;Europe;Writer;Language;Humanities;34;811806;23877;245.876
Crazy Horse;Male;1840;Rapid City;United States;North America;Politician;Government;Institutions;38;4314639;113543;245.869
Jacinto Benavente;Male;1866;Madrid;Spain;Europe;Writer;Language;Humanities;60;888007;14800;245.861
Mark Knopfler;Male;1949;Glasgow;United Kingdom;Europe;Musician;Music;Arts;41;8534134;208150;245.852
Robert Walpole;Male;1676;Houghton;United Kingdom;Europe;Public Worker;Government;Institutions;50;1374877;27498;245.851
Pope Urban VI;Male;1318;Naples;Italy;Europe;Religious Figure;Religion;Institutions;48;727208;15150;245.849
Panaetius;Male;-185;Rhodes;Greece;Europe;Philosopher;Philosophy;Humanities;27;179867;6662;245.848
Pope Gregory X;Male;1210;Piacenza;Italy;Europe;Religious Figure;Religion;Institutions;51;570274;11182;245.844
Allan Kardec;Male;1804;Lyon;France;Europe;Philosopher;Philosophy;Humanities;32;2481460;77546;245.842
Werner von Blomberg;Male;1878;Stargard Szczeciński;Poland;Europe;Military Personnel;Military;Institutions;31;1197128;38617;245.838
Abd al-Malik;Male;646;Medina;Saudi Arabia;Asia;Politician;Government;Institutions;40;696712;17418;245.833
Donald Sutherland;Male;1935;Saint John;Canada;North America;Actor;Film And Theatre;Arts;45;8581155;190692;24.581
Samuil of Bulgaria;Male;958;Prilep;Republic Of Macedonia;Europe;Politician;Government;Institutions;30;648353;21612;245.809
Jakob Böhme;Male;1575;Sulików;Poland;Europe;Philosopher;Philosophy;Humanities;34;674342;19834;245.807
Cleopatra III of Egypt;Female;-161;Other;Egypt;Africa;Politician;Government;Institutions;27;366160;13561;245.796
Pomponius Mela;Male;40;Algeciras;Spain;Europe;Geographer;Social Sciences;Science & Technology;27;272834;10105;245.792
Eleanor Roosevelt;Female;1884;New York;United States;North America;Social Activist;Activism;Public Figure;60;7658473;127641;245.787
Felix Edmundovich Dzerzhinsky;Male;1877;Belarus;Belarus;Europe;Politician;Government;Institutions;41;1552092;37856;24.578
John VIII Palaiologos;Male;1392;Istanbul;Turkey;Asia;Politician;Government;Institutions;37;380768;10291;245.764
Sancho I of Portugal;Male;1154;Coimbra;Portugal;Europe;Politician;Government;Institutions;33;429081;13002;245.762
Hilary of Poitiers;Male;300;Poitiers;France;Europe;Physician;Medicine;Science & Technology;38;452950;11920;245.761
Elia Kazan;Male;1909;Istanbul;Turkey;Asia;Film Director;Film And Theatre;Arts;45;3106602;69036;245.751
Benito Juárez;Male;1806;San Pablo Guelatao;Mexico;North America;Politician;Government;Institutions;44;10255712;233084;245.748
Monica of Hippo;Female;331;Souk Ahras;Algeria;Africa;Religious Figure;Religion;Institutions;28;941848;33637;245.748
Francis II of France;Male;1544;Paris;France;Europe;Politician;Government;Institutions;54;1958870;36275;245.746
George Eliot;Female;1819;Nuneaton;United Kingdom;Europe;Writer;Language;Humanities;49;3699355;75497;245.741
Adolf Galland;Male;1912;Herten;Germany;Europe;Pilot;Military;Institutions;31;1956026;63098;245.741
Rod Stewart;Male;1945;Highgate;United Kingdom;Europe;Singer;Music;Arts;43;13374383;311032;24.574
Amartya Sen;Male;1933;Santiniketan;India;Asia;Economist;Social Sciences;Science & Technology;55;4651104;84566;245.738
Wen Jiabao;Male;1942;Tianjin;China;Asia;Politician;Government;Institutions;60;4443744;74062;245.726
Miloš Forman;Male;1932;Čáslav;Czech Republic;Europe;Film Director;Film And Theatre;Arts;46;2502920;54411;245.726
Pope John XVIII;Male;950;Rapagnano;Italy;Europe;Religious Figure;Religion;Institutions;46;349360;7595;245.708
Léo Delibes;Male;1836;La Flèche;France;Europe;Composer;Music;Arts;34;983470;28926;245.707
Reinhold Messner;Male;1944;Brixen;Italy;Europe;Mountaineer;Individual Sports;Sports;41;3860319;94154;245.706
Alexis I of Russia;Male;1629;Moscow;Russia;Europe;Politician;Government;Institutions;46;1821691;39602;245.697
Seleucus II Callinicus;Male;-265;Other;Unknown;Unknown;Politician;Government;Institutions;26;184713;7104;245.683
Henry IV of England;Male;1366;Lincolnshire;United Kingdom;Europe;Nobleman;Government;Institutions;52;3179638;61147;245.672
Frederick I of Prussia;Male;1657;Kaliningrad;Russia;Europe;Politician;Government;Institutions;43;850373;19776;245.668
John Logie Baird;Male;1888;Helensburgh;United Kingdom;Europe;Inventor;Invention;Science & Technology;53;2580190;48683;245.665
Konstantin Tsiolkovsky;Male;1857;Spassky District;Russia;Europe;Engineer;Engineering;Science & Technology;50;1047149;20943;245.661
Maria Theresa of Spain;Female;1638;El Escorial;Spain;Europe;Companion;Companions;Public Figure;32;1174222;36694;245.659
Theodoric II;Male;420;Other;Unknown;Unknown;Politician;Government;Institutions;26;200014;7693;245.654
Umar II;Male;682;Medina;Saudi Arabia;Asia;Politician;Government;Institutions;30;1430026;47668;245.654
Pope Alexander VIII;Male;1610;Venice;Italy;Europe;Religious Figure;Religion;Institutions;57;691559;12133;245.647
Henry VI, Holy Roman Emperor;Male;1165;Nijmegen;Netherlands;Europe;Politician;Government;Institutions;39;345824;8867;245.646
Pasquale Paoli;Male;1725;Morosaglia;France;Europe;Politician;Government;Institutions;30;674155;22472;245.638
Camillo Golgi;Male;1843;Córteno Golgi;Italy;Europe;Physician;Medicine;Science & Technology;49;809084;16512;245.627
Alfred Kinsey;Male;1894;Hoboken;United States;North America;Psychologist;Social Sciences;Science & Technology;42;3310713;78827;245.622
Chaim Weizmann;Male;1874;Pinsk;Belarus;Europe;Politician;Government;Institutions;47;1378595;29332;245.617
Friedrich Dürrenmatt;Male;1921;Konolfingen;Switzerland;Europe;Writer;Language;Humanities;45;3153901;70087;24.561
Giuseppe Mazzini;Male;1805;Genoa;Italy;Europe;Politician;Government;Institutions;41;2638021;64342;245.606
Magda Goebbels;Female;1901;Berlin;Germany;Europe;Companion;Companions;Public Figure;29;2690142;92764;245.602
Marc Bloch;Male;1886;Lyon;France;Europe;Historian;History;Humanities;37;1085176;29329;245.601
Adriano Celentano;Male;1938;Milan;Italy;Europe;Singer;Music;Arts;42;6398043;152334;245.593
Matteo Ricci;Male;1552;Macerata;Italy;Europe;Religious Figure;Religion;Institutions;35;1208850;34539;245.586
Bacchylides;Male;-510;Other;Unknown;Unknown;Writer;Language;Humanities;26;228971;8807;245.581
Zengi;Male;1087;Aleppo;Syria;Asia;Politician;Government;Institutions;31;308674;9957;24.558
Bilal ibn Ribah;Male;580;Mecca;Saudi Arabia;Asia;Religious Figure;Religion;Institutions;29;923839;31857;245.578
Ahaz;Male;-764;Other;Unknown;Unknown;Politician;Government;Institutions;33;380100;11518;245.577
Pope John XIX;Male;950;Rome;Italy;Europe;Religious Figure;Religion;Institutions;46;367951;7999;245.576
James Chadwick;Male;1891;Bollington;United Kingdom;Europe;Physicist;Natural Sciences;Science & Technology;63;2479466;39357;245.572
Calvin Klein;Male;1942;New York;United States;North America;Fashion Designer;Design;Arts;29;1867499;64397;245.572
Henri Fayol;Male;1841;Istanbul;Turkey;Asia;Economist;Social Sciences;Science & Technology;28;4341818;155065;245.567
Pope John XIII;Male;930;Rome;Italy;Europe;Religious Figure;Religion;Institutions;46;342413;7444;245.564
O. Henry;Male;1862;Greensboro;United States;North America;Writer;Language;Humanities;47;3433314;73049;245.563
Jean Baptiste Perrin;Male;1870;Lille;France;Europe;Physicist;Natural Sciences;Science & Technology;53;641235;12099;245.563
Pontormo;Male;1494;Empoli;Italy;Europe;Painter;Fine Arts;Arts;32;788873;24652;245.563
Ahmed III;Male;1673;Constanta;Bulgaria;Europe;Politician;Government;Institutions;45;917948;20399;245.562
Margaret Tudor;Female;1489;London;United Kingdom;Europe;Companion;Companions;Public Figure;30;2767073;92236;245.558
Dino Zoff;Male;1942;Mariano del Friuli;Italy;Europe;Coach;Team Sports;Sports;46;2247371;48856;245.557
Frederick William IV of Prussia;Male;1795;Berlin;Germany;Europe;Politician;Government;Institutions;41;1304544;31818;245.557
Thomas Hunt Morgan;Male;1866;Lexington;United States;North America;Biologist;Natural Sciences;Science & Technology;47;1871678;39823;245.554
Igor Stravinsky;Male;1882;Lomonosov;Russia;Europe;Composer;Music;Arts;88;10212624;116053;245.543
Tomáš Masaryk;Male;1850;Hodonín;Czech Republic;Europe;Politician;Government;Institutions;49;1722604;35155;245.518
Heinrich Mann;Male;1871;Lübeck;Germany;Europe;Writer;Language;Humanities;39;1115229;28596;245.513
Nathaniel Hawthorne;Male;1804;Boston;United States;North America;Writer;Language;Humanities;50;5121582;102432;245.505
Henry VI of England;Male;1421;Berkshire;United Kingdom;Europe;Politician;Government;Institutions;52;4024019;77385;245.501
Brian May;Male;1947;London;United Kingdom;Europe;Musician;Music;Arts;46;8514100;185089;245.485
Muzio Clementi;Male;1752;Rome;Italy;Europe;Composer;Music;Arts;40;897178;22429;245.481
Girolamo Frescobaldi;Male;1583;Ferrara;Italy;Europe;Composer;Music;Arts;30;554193;18473;24.548
Charles I of Austria;Male;1887;Persenbeug-Gottsdorf;Austria;Europe;Politician;Government;Institutions;45;2292046;50934;245.479
Susan Sarandon;Female;1946;New York;United States;North America;Actor;Film And Theatre;Arts;55;11565096;210274;245.457
